12
12,3,15,0,13,14,1,5,13,15,13,13
12,3,15,0,13,14,1,5,13,15,13,13,5,5,1,1
12,3,15,0,13,14,1,5,13,15,13,13,5,5,1,1,2,0,0
12,3,15,0,13,14,1,5,13,15,13,13,5,5,1,1,2,0,0,0,2,2
12,3,15,0,13,14,1,5,13,15,13,13,5,5,1,1,2,0,0,0,2,2,2,3,3
12,3,15,0,13,14,1,5,13,15,13,13,5,5,1,1,2,0,0,2,0,2,10,10,10
12,3,15,0,13,14,1,5,13,15,13,13,5,5,1,1,2,0,0,0,2,2,2,3,3,3,6
12,3,15,0,13,14,1,5,13,15,13,13,5,5,1,1,2,0,0,2,0,2,10,2,10,10,11,8,8
12,3,15,0,13,14,1,5,13,15,13,13,5,5,1,1,2,0,0,0,2,2,2,3,3,3,6,4,6,6,14,14,14
12,3,15,0,13,14,1,5,13,15,13,13,5,5,1,1,2,0,0,0,2,2,2,3,3,6,3,7,4,6,6,7,4,10,14,14,12
12,3,15,0,13,14,1,5,13,15,13,13,5,5,1,1,2,0,0,0,2,2,2,3,3,3,6,6,6,7,7,7,4,7,14,14,12
12,3,15,0,13,14,1,5,13,15,13,13,5,5,1,1,2,0,0,2,0,2,10,10,10,2,11,8,11,11,8,8,4,6,14,14,14,6,6
12,3,15,0,13,14,1,5,13,15,13,13,5,5,1,1,2,0,0,2,0,2,10,10,10,2,11,8,11,11,8,8,4,6,14,14,14,6,6,12,3,7
12,3,15,0,13,14,1,5,13,15,13,13,5,5,1,1,2,0,0,2,0,2,10,10,10,3,3,4,7,7,8,11,11,8,11,4,12,4,4,8,7,15,15
12,3,15,0,13,14,1,5,13,15,13,13,5,5,1,1,2,0,0,2,0,2,10,10,10,2,11,8,11,11,8,8,4,6,14,14,14,6,6,3,12,3,3,15,15,11,5,10,6,1,4,4,4,8,7
